ticker,open,close,vwap,volume,dollar_volume,pct_change,date
BWXT,174.14,174.5,174.4555,2477379.0,432192392.1345,0.002067302170667358,2025-09-19
WYNN,130.0,129.52,129.5339,3328242.0,431120166.40379995,-0.0036923076923076137,2025-09-19
FHN,23.19,23.1,23.1184,18621067.0,430489275.33280003,-0.003880983182406203,2025-09-19
IFF,63.92,63.53,63.5877,6765747.0,430218290.5119,-0.006101376720901135,2025-09-19
IP,46.62,46.43,46.4235,9209782.0,427550314.677,-0.004075504075504027,2025-09-19
TOL,137.61,139.69,139.6306,3055867.0,426692542.73019993,0.015115180582806365,2025-09-19
CVE,17.52,16.99,16.9444,25141895.0,426014325.6380001,-0.03025114155251148,2025-09-19
NXT,71.53,71.35,71.3611,5969501.0,425990157.81109995,-0.002516426674122841,2025-09-19
PINS,36.2,35.81,35.7743,11906156.0,425934396.5908,-0.010773480662983441,2025-09-19
ETR,88.52,88.67,88.6309,4786668.0,424246692.8412,0.0016945323090827575,2025-09-19
ZBH,101.15,100.09,100.2403,4228508.0,423866910.4724,-0.010479485912011885,2025-09-19
PSTG,87.47,87.87,87.7379,4828904.0,423677896.26159996,0.004572996455927811,2025-09-19
ACM,133.64,132.48,132.5462,3177669.0,421187950.8078,-0.008680035917389979,2025-09-19
CHD,91.89,90.35,90.6308,4641530.0,420665577.12399995,-0.01675916857111771,2025-09-19
